note_id,account_id,company,note_type,author,created_date,note_content,follow_up_required,follow_up_date
NOTE-01128,ACC-0626,SwiftLine Pest Control Technologies,Email,Ravi Mehta,2024-02-17,Sent renewal email — awaiting response.,Yes,2024-02-21
NOTE-01129,ACC-0391,National HVAC Systems,Health Check,Jordan Blake,2025-04-11,Health score reviewed: 53.6. Status: Yellow. send documentation flagged.,Yes,
NOTE-01130,ACC-0092,Summit Electrical Professionals,Health Check,Emma Solis,2023-01-13,Health score reviewed: 37.3. Status: Red. send documentation flagged.,No,
NOTE-01131,ACC-0105,OneCall HVAC Services,QBR,Felix Brennan,2025-01-21,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,Yes,
NOTE-01132,ACC-0506,SwiftLine Electrical Solutions,Call,Omar Castillo,2023-09-24,Spoke with IT lead re: QuickBooks integration. Action: escalate to VP CS.,Yes,
NOTE-01133,ACC-0360,Heritage Electrical Technologies,Escalation,Lena Fischer,2024-03-14,Escalated ticket re: QuickBooks sync. Engineering engaged.,Yes,2024-03-24
NOTE-01134,ACC-0315,Reliable Landscaping Partners,Escalation,Jordan Blake,2025-03-05,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2025-03-09
NOTE-01135,ACC-0305,Allied Pest Control Partners,Call,Emma Solis,2025-03-16,Check-in call completed. Customer positive. Next step: schedule follow-up.,No,
NOTE-01136,ACC-0566,Metro Other Associates,Email,Sadia Islam,2024-07-30,Followed up on pricing. No response yet.,No,
NOTE-01137,ACC-0479,National Electrical Associates,Upsell Attempt,Omar Castillo,2024-01-05,Discussed seat expansion — customer added 1 techs. MRR increase: $141.,No,2024-01-10
NOTE-01138,ACC-0628,ProServ HVAC Works,Call,Felix Brennan,2023-10-28,Spoke with the owner re: mobile app adoption. Action: schedule follow-up.,No,2023-11-01
NOTE-01139,ACC-0152,Pinnacle Plumbing Partners,Escalation,Sadia Islam,2024-04-15,Escalated ticket re: QuickBooks sync. Engineering engaged.,Yes,
NOTE-01140,ACC-0141,SwiftLine Landscaping Technologies,Email,Felix Brennan,2023-03-28,Customer replied re: reporting. excited about new features.,Yes,2023-04-10
NOTE-01141,ACC-0246,Apex HVAC Professionals,Upsell Attempt,Emma Solis,2023-06-02,Presented Analytics Add-On demo. Customer neutral.,Yes,2023-06-06
NOTE-01142,ACC-0514,RapidFix HVAC Professionals,Email,Sadia Islam,2023-09-18,Customer replied re: reporting. frustrated.,No,
NOTE-01143,ACC-0253,Summit Pest Control Experts,Renewal Discussion,Sadia Islam,2023-11-28,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2023-12-08
NOTE-01144,ACC-0131,Elite HVAC Partners,Renewal Discussion,Emma Solis,2023-08-29,Renewal discussion initiated. Contract ends in 76 days. Customer considering cancellation.,No,
NOTE-01145,ACC-0306,Metro Plumbing Professionals,Email,Emma Solis,2023-06-07,Followed up on reporting. No response yet.,No,
NOTE-01146,ACC-0050,OneCall Facilities Management Group,Call,Lena Fischer,2023-12-31,Spoke with the GM re: reporting. Action: schedule follow-up.,No,2024-01-08
NOTE-01147,ACC-0007,Summit HVAC Systems,Health Check,Ravi Mehta,2024-12-24,Health score reviewed: 80.2. Status: Green. loop in SE flagged.,No,
NOTE-01148,ACC-0064,RapidFix Facilities Management Services,Health Check,Felix Brennan,2023-12-29,Weekly health check — score 59.2. Mobile adoption at risk.,No,2024-01-01
NOTE-01149,ACC-0187,OneCall HVAC Group,QBR,Jordan Blake,2024-01-07,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,2024-01-13
NOTE-01150,ACC-0439,Reliable HVAC Professionals,Health Check,Sadia Islam,2024-01-25,Health score reviewed: 74.2. Status: Green. send documentation flagged.,No,
NOTE-01151,ACC-0533,Regional Electrical Associates,Call,Emma Solis,2024-10-03,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,No,2024-10-15
NOTE-01152,ACC-0434,Apex Landscaping Partners,Email,Jordan Blake,2024-03-23,Sent renewal email — awaiting response.,No,2024-04-02
NOTE-01153,ACC-0195,Dynamic HVAC Solutions,Renewal Discussion,Lena Fischer,2024-08-11,Renewal discussion initiated. Contract ends in 56 days. Customer frustrated.,Yes,2024-08-24
NOTE-01154,ACC-0217,BlueStar HVAC Professionals,Call,Ravi Mehta,2023-06-09,Spoke with the owner re: reporting. Action: schedule follow-up.,No,
NOTE-01155,ACC-0562,Apex Other Works,Call,Jordan Blake,2023-02-04,Check-in call completed. Customer considering cancellation. Next step: send upsell proposal.,No,
NOTE-01156,ACC-0464,Elite Other Associates,Renewal Discussion,Felix Brennan,2024-12-11,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,
NOTE-01157,ACC-0034,Elite Facilities Management Solutions,Health Check,Emma Solis,2023-08-07,Health score reviewed: 78.4. Status: Green. send documentation flagged.,No,2023-08-14
NOTE-01158,ACC-0056,Dynamic HVAC Systems,Email,Emma Solis,2023-07-24,Customer replied re: mobile app adoption. considering cancellation.,No,
NOTE-01159,ACC-0528,Summit Facilities Management Professionals,Renewal Discussion,Felix Brennan,2023-09-12,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,
NOTE-01160,ACC-0378,Apex Electrical Associates,QBR,Ravi Mehta,2024-08-07,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,2024-08-21
NOTE-01161,ACC-0623,Pinnacle Landscaping Group,Call,Ravi Mehta,2024-11-03,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,No,2024-11-06
NOTE-01162,ACC-0354,Allied HVAC Works,Call,Jordan Blake,2024-07-10,Spoke with IT lead re: pricing. Action: escalate to VP CS.,Yes,2024-07-16
NOTE-01163,ACC-0422,Heritage Plumbing Group,QBR,Ravi Mehta,2025-02-19,"QBR held with office manager. Reviewed usage metrics, discussed pricing. Customer positive.",No,
NOTE-01164,ACC-0403,Apex Plumbing Systems,Renewal Discussion,Omar Castillo,2024-09-24,Renewal discussion initiated. Contract ends in 84 days. Customer excited about new features.,No,
NOTE-01165,ACC-0273,BlueStar Facilities Management Works,Call,Emma Solis,2023-06-03,Check-in call completed. Customer positive. Next step: send documentation.,Yes,2023-06-09
NOTE-01166,ACC-0453,Heritage HVAC Partners,Call,Omar Castillo,2024-01-02,Check-in call completed. Customer neutral. Next step: send documentation.,No,
NOTE-01167,ACC-0623,Pinnacle Landscaping Group,Call,Ravi Mehta,2023-03-03,Spoke with the owner re: billing. Action: send documentation.,No,
NOTE-01168,ACC-0029,Regional HVAC Works,Email,Sadia Islam,2024-02-12,Sent renewal email — awaiting response.,No,2024-02-17
NOTE-01169,ACC-0516,Elite HVAC Technologies,Email,Omar Castillo,2023-10-21,Sent renewal email — awaiting response.,No,
NOTE-01170,ACC-0057,Allied Electrical Solutions,Health Check,Sadia Islam,2023-10-22,Weekly health check — score 88.6. Mobile adoption at risk.,No,2023-10-31
NOTE-01171,ACC-0538,Regional HVAC Technologies,Upsell Attempt,Lena Fischer,2025-02-16,Presented Analytics Add-On demo. Customer considering cancellation.,No,2025-02-23
NOTE-01172,ACC-0359,Summit HVAC Services,Health Check,Emma Solis,2025-03-19,Weekly health check — score 66.6. Mobile adoption at risk.,No,
NOTE-01173,ACC-0228,SwiftLine Plumbing Associates,Renewal Discussion,Jordan Blake,2024-06-10,Renewal discussion initiated. Contract ends in 77 days. Customer considering cancellation.,Yes,2024-06-20
NOTE-01174,ACC-0237,National HVAC Professionals,Email,Ravi Mehta,2023-11-10,Followed up on pricing. No response yet.,No,
NOTE-01175,ACC-0582,Dynamic HVAC Solutions,Call,Jordan Blake,2023-04-11,Spoke with the owner re: billing. Action: loop in SE.,No,2023-04-23
NOTE-01176,ACC-0364,Pinnacle Pest Control Services,Upsell Attempt,Omar Castillo,2024-06-29,Presented Analytics Add-On demo. Customer considering cancellation.,No,
NOTE-01177,ACC-0178,Premier Other Systems,Call,Sadia Islam,2023-08-31,Check-in call completed. Customer considering cancellation. Next step: send documentation.,No,
NOTE-01178,ACC-0590,ProServ Plumbing Experts,Health Check,Felix Brennan,2023-10-21,Weekly health check — score 61.1. Mobile adoption at risk.,Yes,2023-10-25
NOTE-01179,ACC-0220,Allied HVAC Group,Renewal Discussion,Sadia Islam,2023-10-12,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2023-10-18
NOTE-01180,ACC-0450,Elite Pest Control Associates,Email,Lena Fischer,2023-10-10,Customer replied re: pricing. frustrated.,Yes,
NOTE-01181,ACC-0199,National Pest Control Professionals,Call,Ravi Mehta,2024-02-21,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,
NOTE-01182,ACC-0076,National HVAC Professionals,Email,Ravi Mehta,2025-03-11,Followed up on pricing. No response yet.,No,2025-03-17
NOTE-01183,ACC-0445,Reliable Pest Control Experts,Call,Jordan Blake,2023-04-27,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,No,
NOTE-01184,ACC-0339,Metro Facilities Management Services,Call,Ravi Mehta,2023-04-12,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,No,2023-04-20
NOTE-01185,ACC-0275,ProServ Plumbing Services,Renewal Discussion,Felix Brennan,2023-01-29,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01186,ACC-0408,Heritage Pest Control Experts,Health Check,Tanya Oluoch,2024-12-13,Health score reviewed: 69.4. Status: Yellow. send upsell proposal flagged.,No,
NOTE-01187,ACC-0232,National Pest Control Services,Call,Omar Castillo,2024-07-23,Check-in call completed. Customer excited about new features. Next step: send upsell proposal.,No,
NOTE-01188,ACC-0599,National Pest Control Partners,Upsell Attempt,Felix Brennan,2023-05-04,Discussed seat expansion — customer added 1 techs. MRR increase: $445.,No,
NOTE-01189,ACC-0441,BlueStar HVAC Systems,Email,Ravi Mehta,2025-04-11,Customer replied re: mobile app adoption. excited about new features.,No,
NOTE-01190,ACC-0377,SwiftLine Plumbing Group,Call,Tanya Oluoch,2024-06-12,Check-in call completed. Customer positive. Next step: loop in SE.,No,2024-06-20
NOTE-01191,ACC-0019,Regional Pest Control Technologies,Email,Felix Brennan,2025-03-14,Customer replied re: mobile app adoption. positive.,No,
NOTE-01192,ACC-0502,Dynamic Facilities Management Systems,Upsell Attempt,Lena Fischer,2024-07-01,Discussed seat expansion — customer added 3 techs. MRR increase: $159.,No,2024-07-10
NOTE-01193,ACC-0422,Heritage Plumbing Group,QBR,Ravi Mehta,2024-04-14,"QBR held with IT lead. Reviewed usage metrics, discussed reporting. Customer frustrated.",Yes,
NOTE-01194,ACC-0295,Allied Plumbing Experts,Upsell Attempt,Lena Fischer,2024-12-03,Discussed seat expansion — customer added 3 techs. MRR increase: $336.,Yes,
NOTE-01195,ACC-0627,National Electrical Professionals,Renewal Discussion,Ravi Mehta,2024-04-20,Renewal discussion initiated. Contract ends in 52 days. Customer considering cancellation.,Yes,2024-04-27
NOTE-01196,ACC-0064,RapidFix Facilities Management Services,Call,Felix Brennan,2024-06-15,Check-in call completed. Customer positive. Next step: send documentation.,No,
NOTE-01197,ACC-0053,National Pest Control Technologies,Email,Omar Castillo,2024-08-10,Followed up on pricing. No response yet.,No,
NOTE-01198,ACC-0366,Apex Plumbing Group,Call,Lena Fischer,2024-03-12,Spoke with the owner re: billing. Action: send upsell proposal.,No,2024-03-17
NOTE-01199,ACC-0042,National HVAC Associates,Email,Omar Castillo,2024-04-19,Followed up on reporting. No response yet.,Yes,
NOTE-01200,ACC-0248,Premier Pest Control Group,QBR,Felix Brennan,2023-09-19,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,Yes,
NOTE-01201,ACC-0529,Premier Electrical Systems,Call,Sadia Islam,2024-03-28,Spoke with office manager re: reporting. Action: escalate to VP CS.,No,
NOTE-01202,ACC-0087,RapidFix HVAC Professionals,Renewal Discussion,Emma Solis,2023-03-13,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2023-03-18
NOTE-01203,ACC-0544,Dynamic HVAC Solutions,Upsell Attempt,Emma Solis,2024-07-24,Presented Analytics Add-On demo. Customer considering cancellation.,No,2024-07-28
NOTE-01204,ACC-0324,Allied HVAC Works,Health Check,Ravi Mehta,2025-02-01,Weekly health check — score 55.9. Mobile adoption at risk.,No,2025-02-06
NOTE-01205,ACC-0097,SwiftLine Facilities Management Associates,Call,Sadia Islam,2023-08-08,Check-in call completed. Customer positive. Next step: loop in SE.,No,
NOTE-01206,ACC-0270,Reliable Facilities Management Works,Call,Tanya Oluoch,2023-01-25,Spoke with the owner re: pricing. Action: send upsell proposal.,No,2023-02-04
NOTE-01207,ACC-0108,Reliable Landscaping Works,Email,Felix Brennan,2024-07-08,Customer replied re: billing. frustrated.,No,
NOTE-01208,ACC-0614,Dynamic Pest Control Systems,QBR,Lena Fischer,2024-12-27,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,No,
NOTE-01209,ACC-0307,Regional Facilities Management Systems,Email,Sadia Islam,2024-03-25,Followed up on QuickBooks integration. No response yet.,No,2024-04-02
NOTE-01210,ACC-0009,RapidFix Pest Control Solutions,Email,Emma Solis,2023-10-13,Followed up on pricing. No response yet.,No,
NOTE-01211,ACC-0306,Metro Plumbing Professionals,Renewal Discussion,Emma Solis,2024-02-22,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2024-02-26
NOTE-01212,ACC-0161,Elite Facilities Management Systems,Renewal Discussion,Tanya Oluoch,2023-10-04,Renewal discussion initiated. Contract ends in 59 days. Customer excited about new features.,No,2023-10-16
NOTE-01213,ACC-0410,Regional Plumbing Services,Health Check,Omar Castillo,2025-01-07,Health score reviewed: 82.2. Status: Green. send documentation flagged.,Yes,
NOTE-01214,ACC-0161,Elite Facilities Management Systems,Call,Tanya Oluoch,2023-07-19,Spoke with office manager re: billing. Action: schedule follow-up.,Yes,
NOTE-01215,ACC-0305,Allied Pest Control Partners,Call,Emma Solis,2023-12-19,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,No,2023-12-29
NOTE-01216,ACC-0178,Premier Other Systems,Escalation,Sadia Islam,2025-03-21,Customer escalated billing issue. Resolved within 18 hours.,No,2025-03-24
NOTE-01217,ACC-0317,Elite HVAC Systems,Email,Tanya Oluoch,2023-05-26,Sent renewal email — awaiting response.,No,2023-06-04
NOTE-01218,ACC-0489,Heritage HVAC Experts,Call,Sadia Islam,2024-12-16,Spoke with the owner re: mobile app adoption. Action: send documentation.,No,
NOTE-01219,ACC-0080,TrustWorks Electrical Services,Renewal Discussion,Felix Brennan,2024-03-23,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01220,ACC-0578,TrustWorks Pest Control Solutions,Email,Felix Brennan,2024-04-18,Sent renewal email — awaiting response.,No,
NOTE-01221,ACC-0583,Heritage HVAC Experts,Call,Tanya Oluoch,2025-04-30,Spoke with office manager re: pricing. Action: escalate to VP CS.,Yes,2025-05-11
NOTE-01222,ACC-0586,Reliable HVAC Systems,Email,Tanya Oluoch,2023-06-16,Followed up on mobile app adoption. No response yet.,No,
NOTE-01223,ACC-0405,Apex Electrical Systems,Call,Omar Castillo,2024-05-07,Spoke with the GM re: billing. Action: schedule follow-up.,No,
NOTE-01224,ACC-0506,SwiftLine Electrical Solutions,Email,Omar Castillo,2024-08-15,Customer replied re: reporting. considering cancellation.,No,
NOTE-01225,ACC-0388,RapidFix Facilities Management Experts,Health Check,Felix Brennan,2024-05-22,Weekly health check — score 75.0. Mobile adoption at risk.,No,
NOTE-01226,ACC-0403,Apex Plumbing Systems,Renewal Discussion,Omar Castillo,2025-02-21,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2025-03-01
NOTE-01227,ACC-0205,Apex Other Professionals,Health Check,Ravi Mehta,2024-11-26,Weekly health check — score 61.2. Mobile adoption at risk.,Yes,2024-12-07
NOTE-01228,ACC-0197,OneCall HVAC Services,Email,Ravi Mehta,2024-09-27,Sent renewal email — awaiting response.,No,2024-10-04
NOTE-01229,ACC-0410,Regional Plumbing Services,Health Check,Omar Castillo,2023-11-27,Health score reviewed: 82.2. Status: Green. escalate to VP CS flagged.,No,
NOTE-01230,ACC-0038,Apex Electrical Associates,Email,Omar Castillo,2024-07-05,Sent renewal email — awaiting response.,No,2024-07-18
NOTE-01231,ACC-0217,BlueStar HVAC Professionals,Upsell Attempt,Ravi Mehta,2023-10-06,Discussed seat expansion — customer added 5 techs. MRR increase: $252.,Yes,
NOTE-01232,ACC-0153,SwiftLine Plumbing Associates,Health Check,Ravi Mehta,2023-02-14,Weekly health check — score 68.3. Mobile adoption at risk.,No,
NOTE-01233,ACC-0366,Apex Plumbing Group,Health Check,Lena Fischer,2025-05-15,Weekly health check — score 75.2. Mobile adoption at risk.,No,2025-05-23
NOTE-01234,ACC-0222,RapidFix Pest Control Services,Email,Jordan Blake,2023-02-17,Sent renewal email — awaiting response.,Yes,
NOTE-01235,ACC-0155,Dynamic Plumbing Professionals,Health Check,Sadia Islam,2023-07-25,Health score reviewed: 61.5. Status: Yellow. loop in SE flagged.,No,
NOTE-01236,ACC-0073,Heritage HVAC Systems,Health Check,Tanya Oluoch,2023-12-13,Health score reviewed: 56.4. Status: Yellow. schedule follow-up flagged.,No,
NOTE-01237,ACC-0183,Apex HVAC Associates,Email,Omar Castillo,2023-05-02,Followed up on scheduling features. No response yet.,No,2023-05-08
NOTE-01238,ACC-0372,ProServ Electrical Associates,Email,Omar Castillo,2024-08-21,Customer replied re: scheduling features. positive.,Yes,2024-08-25
NOTE-01239,ACC-0190,Summit HVAC Technologies,Email,Sadia Islam,2023-09-19,Customer replied re: scheduling features. neutral.,No,
NOTE-01240,ACC-0081,Reliable Plumbing Solutions,Email,Felix Brennan,2024-08-29,Followed up on billing. No response yet.,No,2024-09-03
NOTE-01241,ACC-0010,Apex Pest Control Technologies,Email,Ravi Mehta,2024-07-20,Followed up on reporting. No response yet.,Yes,
NOTE-01242,ACC-0064,RapidFix Facilities Management Services,Call,Felix Brennan,2023-10-31,Spoke with ops director re: pricing. Action: send documentation.,No,2023-11-10
NOTE-01243,ACC-0359,Summit HVAC Services,Call,Emma Solis,2023-01-31,Spoke with IT lead re: pricing. Action: loop in SE.,No,2023-02-14
NOTE-01244,ACC-0245,OneCall HVAC Technologies,QBR,Omar Castillo,2024-07-25,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,No,2024-07-31
NOTE-01245,ACC-0043,Regional HVAC Systems,Health Check,Jordan Blake,2024-09-02,Health score reviewed: 71.6. Status: Green. send upsell proposal flagged.,No,
NOTE-01246,ACC-0255,Allied Plumbing Services,Email,Jordan Blake,2024-02-18,Followed up on billing. No response yet.,No,2024-02-24
NOTE-01247,ACC-0558,TrustWorks Pest Control Technologies,Health Check,Tanya Oluoch,2023-12-09,Weekly health check — score 49.1. Mobile adoption at risk.,No,2023-12-23
NOTE-01248,ACC-0196,Regional HVAC Professionals,Renewal Discussion,Jordan Blake,2023-08-21,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,
NOTE-01249,ACC-0427,Heritage HVAC Works,Email,Sadia Islam,2024-10-01,Followed up on mobile app adoption. No response yet.,No,
NOTE-01250,ACC-0020,TrustWorks HVAC Technologies,Email,Felix Brennan,2024-07-09,Sent renewal email — awaiting response.,No,
NOTE-01251,ACC-0275,ProServ Plumbing Services,Renewal Discussion,Felix Brennan,2023-10-18,Renewal discussion initiated. Contract ends in 63 days. Customer excited about new features.,No,2023-10-24
NOTE-01252,ACC-0637,BlueStar Plumbing Systems,Email,Felix Brennan,2024-02-06,Customer replied re: scheduling features. considering cancellation.,Yes,
NOTE-01253,ACC-0600,Pinnacle Pest Control Group,Email,Jordan Blake,2024-12-16,Customer replied re: pricing. frustrated.,No,
NOTE-01254,ACC-0016,SwiftLine Pest Control Experts,Renewal Discussion,Jordan Blake,2024-11-10,Renewal discussion initiated. Contract ends in 67 days. Customer excited about new features.,No,
NOTE-01255,ACC-0319,National Plumbing Works,Upsell Attempt,Omar Castillo,2023-04-27,Presented Analytics Add-On demo. Customer frustrated.,Yes,
NOTE-01256,ACC-0128,Heritage Plumbing Partners,QBR,Felix Brennan,2025-01-14,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,2025-01-21
NOTE-01257,ACC-0457,SwiftLine Landscaping Services,QBR,Felix Brennan,2024-08-15,"QBR held with the owner. Reviewed usage metrics, discussed reporting. Customer frustrated.",No,
NOTE-01258,ACC-0002,Premier HVAC Associates,QBR,Sadia Islam,2023-07-23,"QBR held with the GM. Reviewed usage metrics, discussed scheduling features. Customer excited about new features.",No,2023-08-05
NOTE-01259,ACC-0529,Premier Electrical Systems,Email,Sadia Islam,2023-09-26,Customer replied re: scheduling features. considering cancellation.,No,
NOTE-01260,ACC-0180,Reliable Electrical Group,Upsell Attempt,Sadia Islam,2024-09-14,Discussed seat expansion — customer added 3 techs. MRR increase: $327.,No,
NOTE-01261,ACC-0235,Allied HVAC Services,Email,Jordan Blake,2023-05-08,Customer replied re: scheduling features. frustrated.,No,
NOTE-01262,ACC-0167,Apex Plumbing Associates,Email,Lena Fischer,2024-01-21,Customer replied re: billing. positive.,Yes,
NOTE-01263,ACC-0632,Reliable Facilities Management Systems,Health Check,Sadia Islam,2024-03-31,Weekly health check — score 83.2. Mobile adoption at risk.,No,2024-04-08
NOTE-01264,ACC-0519,National Other Group,QBR,Jordan Blake,2023-06-27,"QBR held with office manager. Reviewed usage metrics, discussed reporting. Customer considering cancellation.",No,
NOTE-01265,ACC-0367,ProServ Plumbing Experts,Call,Emma Solis,2023-06-23,Spoke with the GM re: scheduling features. Action: escalate to VP CS.,No,2023-07-01
NOTE-01266,ACC-0322,Apex HVAC Partners,Renewal Discussion,Jordan Blake,2023-05-20,Renewal discussion initiated. Contract ends in 89 days. Customer considering cancellation.,Yes,2023-05-31
NOTE-01267,ACC-0577,SwiftLine Plumbing Solutions,Email,Felix Brennan,2023-09-02,Sent renewal email — awaiting response.,Yes,2023-09-05
NOTE-01268,ACC-0004,Regional Electrical Services,Health Check,Jordan Blake,2024-03-27,Health score reviewed: 94.8. Status: Green. loop in SE flagged.,Yes,
NOTE-01269,ACC-0384,RapidFix Pest Control Group,Health Check,Felix Brennan,2023-05-03,Weekly health check — score 55.8. Mobile adoption at risk.,No,
NOTE-01270,ACC-0211,Heritage Facilities Management Professionals,QBR,Lena Fischer,2025-04-16,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,No,
NOTE-01271,ACC-0056,Dynamic HVAC Systems,Call,Emma Solis,2024-10-03,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,Yes,
NOTE-01272,ACC-0069,RapidFix Plumbing Experts,QBR,Omar Castillo,2024-07-18,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,2024-07-22
NOTE-01273,ACC-0457,SwiftLine Landscaping Services,Call,Felix Brennan,2023-10-07,Check-in call completed. Customer frustrated. Next step: send documentation.,No,2023-10-18
NOTE-01274,ACC-0462,Dynamic Electrical Systems,Call,Lena Fischer,2023-08-30,Check-in call completed. Customer considering cancellation. Next step: schedule follow-up.,No,2023-09-02
NOTE-01275,ACC-0619,Premier Facilities Management Services,QBR,Jordan Blake,2024-03-13,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,No,
NOTE-01276,ACC-0109,SwiftLine Facilities Management Technologies,Call,Lena Fischer,2025-05-16,Check-in call completed. Customer positive. Next step: loop in SE.,No,
NOTE-01277,ACC-0056,Dynamic HVAC Systems,Call,Emma Solis,2024-07-19,Spoke with the owner re: QuickBooks integration. Action: schedule follow-up.,No,2024-07-23
NOTE-01278,ACC-0445,Reliable Pest Control Experts,Health Check,Jordan Blake,2023-11-28,Health score reviewed: 66.0. Status: Yellow. send documentation flagged.,No,
NOTE-01279,ACC-0492,SwiftLine Pest Control Experts,Escalation,Ravi Mehta,2025-01-29,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01280,ACC-0439,Reliable HVAC Professionals,Call,Sadia Islam,2023-12-18,Spoke with IT lead re: mobile app adoption. Action: schedule follow-up.,Yes,
NOTE-01281,ACC-0283,Elite Pest Control Partners,Call,Omar Castillo,2024-12-15,Spoke with office manager re: pricing. Action: loop in SE.,Yes,
NOTE-01282,ACC-0579,Apex HVAC Services,Renewal Discussion,Omar Castillo,2025-04-16,Renewal discussion initiated. Contract ends in 77 days. Customer excited about new features.,No,2025-04-29
NOTE-01283,ACC-0367,ProServ Plumbing Experts,Call,Emma Solis,2023-10-25,Spoke with the owner re: QuickBooks integration. Action: loop in SE.,Yes,
NOTE-01284,ACC-0563,ProServ Plumbing Professionals,QBR,Sadia Islam,2025-04-21,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,No,2025-05-05
NOTE-01285,ACC-0632,Reliable Facilities Management Systems,Email,Sadia Islam,2024-05-27,Customer replied re: scheduling features. excited about new features.,No,
NOTE-01286,ACC-0281,Allied HVAC Services,Email,Tanya Oluoch,2024-09-13,Sent renewal email — awaiting response.,No,
NOTE-01287,ACC-0185,RapidFix Facilities Management Group,Upsell Attempt,Sadia Islam,2023-09-07,Discussed seat expansion — customer added 1 techs. MRR increase: $337.,No,
NOTE-01288,ACC-0317,Elite HVAC Systems,Email,Tanya Oluoch,2025-05-28,Customer replied re: mobile app adoption. positive.,No,
NOTE-01289,ACC-0486,Metro HVAC Systems,Call,Lena Fischer,2025-03-14,Check-in call completed. Customer neutral. Next step: schedule follow-up.,Yes,
NOTE-01290,ACC-0456,Regional Landscaping Professionals,Email,Lena Fischer,2024-09-22,Sent renewal email — awaiting response.,No,
NOTE-01291,ACC-0225,National HVAC Professionals,QBR,Ravi Mehta,2023-02-26,"QBR held with the owner. Reviewed usage metrics, discussed billing. Customer excited about new features.",No,
NOTE-01292,ACC-0262,Reliable Plumbing Group,Email,Sadia Islam,2023-08-24,Customer replied re: mobile app adoption. excited about new features.,No,
NOTE-01293,ACC-0078,SwiftLine Pest Control Professionals,Upsell Attempt,Tanya Oluoch,2023-03-30,Presented Analytics Add-On demo. Customer neutral.,Yes,2023-04-07
NOTE-01294,ACC-0366,Apex Plumbing Group,Call,Lena Fischer,2025-04-04,Check-in call completed. Customer positive. Next step: schedule follow-up.,No,
NOTE-01295,ACC-0483,Dynamic HVAC Partners,Health Check,Omar Castillo,2023-11-02,Health score reviewed: 78.4. Status: Green. escalate to VP CS flagged.,No,2023-11-11
NOTE-01296,ACC-0594,Reliable Plumbing Associates,Upsell Attempt,Ravi Mehta,2024-12-02,Presented Analytics Add-On demo. Customer neutral.,Yes,
NOTE-01297,ACC-0505,Dynamic Electrical Solutions,Call,Lena Fischer,2024-04-19,Check-in call completed. Customer positive. Next step: send upsell proposal.,Yes,2024-04-22
NOTE-01298,ACC-0175,TrustWorks HVAC Solutions,Renewal Discussion,Omar Castillo,2023-11-23,Renewal discussion initiated. Contract ends in 43 days. Customer considering cancellation.,No,2023-12-01
NOTE-01299,ACC-0070,Pinnacle HVAC Partners,Health Check,Tanya Oluoch,2024-08-11,Weekly health check — score 61.2. Mobile adoption at risk.,Yes,2024-08-21
NOTE-01300,ACC-0638,OneCall HVAC Experts,Renewal Discussion,Omar Castillo,2024-06-18,Renewal discussion initiated. Contract ends in 78 days. Customer neutral.,No,
NOTE-01301,ACC-0033,Pinnacle HVAC Experts,Email,Tanya Oluoch,2025-02-24,Customer replied re: mobile app adoption. excited about new features.,Yes,
NOTE-01302,ACC-0480,National Electrical Services,Email,Felix Brennan,2025-01-03,Followed up on pricing. No response yet.,No,2025-01-13
NOTE-01303,ACC-0008,Apex Facilities Management Works,Call,Omar Castillo,2024-10-11,Check-in call completed. Customer neutral. Next step: send documentation.,Yes,
