account_id,company,industry,state,plan,tech_count,mrr,arr,contract_months,start_date,renewal_date,csm_owner,health_score,health_status,logins_last_30d,jobs_dispatched_30d,mobile_adoption_pct,nps_score,open_p1p2_tickets,last_login_date,last_qbr_date,analytics_addon,inventory_addon,portal_pro_addon,churn_risk_flag,expansion_potential
ACC-0256,Elite HVAC Group,HVAC,MO,Enterprise,76,4408.39,52900.68,12,2024-07-06,2025-07-01,Lena Fischer,84.8,Green,30,21,100,2,2,2025-05-22,2025-03-25,No,No,Yes,No,High
ACC-0257,Premier Electrical Solutions,Electrical,TN,Starter,4,369.24,4430.88,36,2020-12-27,2023-12-12,Tanya Oluoch,66.3,Yellow,7,42,28,7,0,2025-05-02,,No,No,No,No,None
ACC-0258,Regional Other Works,Other,FL,Growth,16,952.05,11424.6,24,2022-09-10,2024-08-30,Ravi Mehta,69.4,Yellow,28,57,12,7,5,2025-05-09,,Yes,Yes,No,No,Medium
ACC-0259,OneCall Landscaping Services,Landscaping,NV,Growth,8,975.87,11710.44,36,2023-11-06,2026-10-21,Tanya Oluoch,72.4,Green,40,20,47,1,2,2025-04-25,,No,Yes,No,No,Medium
ACC-0260,Elite HVAC Partners,HVAC,MN,Starter,5,402.86,4834.32,24,2019-07-19,2021-07-08,Sadia Islam,51.5,Yellow,10,3,93,3,5,2025-05-05,,No,Yes,No,No,High
ACC-0261,OneCall HVAC Systems,HVAC,TN,Growth,6,644.38,7732.56,24,2024-11-24,2026-11-14,Jordan Blake,64.4,Yellow,36,1,48,6,1,2025-05-30,,No,No,No,No,Medium
ACC-0262,Reliable Plumbing Group,Plumbing,MN,Starter,4,321.11,3853.32,12,2021-05-01,2022-04-26,Sadia Islam,74.8,Green,16,35,34,7,2,2025-04-20,,Yes,No,No,No,None
ACC-0263,Metro HVAC Services,HVAC,TX,Starter,1,294.1,3529.2,12,2020-05-28,2021-05-23,Emma Solis,55.2,Yellow,9,36,40,1,6,2025-05-11,,Yes,Yes,No,No,Medium
ACC-0264,ProServ HVAC Technologies,HVAC,CA,Pro,27,1320.46,15845.52,12,2020-03-11,2021-03-06,Emma Solis,41.0,Yellow,11,5,21,0,3,2025-04-17,2025-04-12,No,No,No,No,High
ACC-0265,RapidFix Pest Control Services,Pest Control,FL,Pro,51,1773.32,21279.84,24,2020-06-16,2022-06-06,Felix Brennan,78.4,Green,37,55,17,7,1,2025-05-21,2025-03-13,No,Yes,No,No,None
ACC-0266,Dynamic HVAC Experts,HVAC,AZ,Growth,10,920.4,11044.8,12,2023-08-27,2024-08-21,Ravi Mehta,83.0,Green,25,40,85,4,4,2025-05-19,,No,No,No,No,Low
ACC-0267,Dynamic Electrical Group,Electrical,MN,Growth,13,702.35,8428.2,12,2020-04-26,2021-04-21,Jordan Blake,52.8,Yellow,4,31,54,0,4,2025-06-01,,Yes,No,No,No,None
ACC-0268,BlueStar Pest Control Technologies,Pest Control,OR,Growth,15,767.46,9209.52,24,2023-07-30,2025-07-19,Sadia Islam,76.6,Green,31,19,72,5,4,2025-05-22,,Yes,No,No,No,High
ACC-0269,Apex Plumbing Works,Plumbing,TN,Growth,17,772.39,9268.68,24,2024-06-15,2026-06-05,Lena Fischer,61.2,Yellow,9,9,59,6,0,2025-04-22,,No,No,No,No,None
ACC-0270,Reliable Facilities Management Works,Facilities Management,PA,Growth,10,652.22,7826.64,12,2024-09-19,2025-09-14,Tanya Oluoch,50.3,Yellow,6,1,60,7,1,2025-05-31,,No,No,No,No,Medium
ACC-0271,Premier Facilities Management Works,Facilities Management,NY,Pro,37,1461.91,17542.92,24,2022-02-21,2024-02-11,Lena Fischer,73.0,Green,27,27,30,7,5,2025-05-28,2025-02-09,No,No,No,No,Low
ACC-0272,Dynamic Landscaping Associates,Landscaping,NY,Starter,2,322.62,3871.44,12,2019-06-27,2020-06-21,Ravi Mehta,81.8,Green,21,40,49,10,4,2025-04-24,,No,No,No,No,Medium
ACC-0273,BlueStar Facilities Management Works,Facilities Management,GA,Growth,9,736.23,8834.76,24,2024-11-08,2026-10-29,Emma Solis,61.6,Yellow,1,28,57,6,1,2025-05-12,,No,No,No,No,Medium
ACC-0274,National Landscaping Experts,Landscaping,NY,Growth,15,894.63,10735.56,12,2022-08-16,2023-08-11,Tanya Oluoch,87.2,Green,15,31,82,7,0,2025-05-08,,No,No,No,No,None
ACC-0275,ProServ Plumbing Services,Plumbing,CO,Growth,13,619.88,7438.56,12,2021-08-06,2022-08-01,Felix Brennan,63.1,Yellow,9,23,17,7,1,2025-05-10,,No,No,No,No,Medium
ACC-0276,Premier Plumbing Technologies,Plumbing,WI,Enterprise,140,4967.02,59604.24,12,2022-06-03,2023-05-29,Tanya Oluoch,69.0,Yellow,38,38,25,4,5,2025-04-30,2025-02-19,No,No,No,No,None
ACC-0277,Heritage HVAC Experts,HVAC,IL,Starter,3,258.31,3099.72,36,2023-01-25,2026-01-09,Omar Castillo,59.5,Yellow,5,23,69,2,3,2025-04-24,,No,No,Yes,No,Medium
ACC-0278,OneCall HVAC Works,HVAC,OH,Growth,19,703.63,8443.56,12,2022-09-14,2023-09-09,Sadia Islam,32.0,Red,1,7,16,5,4,2025-05-12,,No,No,Yes,Yes,High
ACC-0279,Premier Plumbing Solutions,Plumbing,IN,Growth,15,829.85,9958.2,12,2023-09-05,2024-08-30,Felix Brennan,78.4,Green,20,36,82,0,4,2025-05-28,,Yes,Yes,No,No,None
ACC-0280,Heritage Landscaping Experts,Landscaping,CA,Growth,12,629.47,7553.64,12,2021-06-07,2022-06-02,Sadia Islam,56.9,Yellow,5,26,53,1,3,2025-04-29,,No,No,No,No,Low
ACC-0281,Allied HVAC Services,HVAC,GA,Growth,11,766.58,9198.96,12,2020-01-23,2021-01-17,Tanya Oluoch,66.5,Yellow,15,3,92,10,4,2025-05-02,,Yes,Yes,No,No,Low
ACC-0282,Dynamic Landscaping Experts,Landscaping,FL,Enterprise,95,4726.35,56716.2,24,2021-03-23,2023-03-13,Omar Castillo,62.6,Yellow,1,32,47,7,0,2025-05-30,2025-03-12,Yes,Yes,No,No,High
ACC-0283,Elite Pest Control Partners,Pest Control,MO,Starter,5,399.14,4789.68,12,2022-04-08,2023-04-03,Omar Castillo,54.0,Yellow,13,9,78,0,5,2025-05-09,,No,Yes,No,No,Medium
ACC-0284,RapidFix HVAC Systems,HVAC,PA,Starter,3,318.72,3824.64,12,2023-01-23,2024-01-18,Lena Fischer,63.6,Yellow,1,28,87,10,5,2025-05-21,,Yes,Yes,No,No,None
ACC-0285,TrustWorks Facilities Management Services,Facilities Management,GA,Pro,32,1900.53,22806.36,36,2023-07-16,2026-06-30,Felix Brennan,78.2,Green,13,56,85,4,2,2025-04-26,2025-02-27,No,No,Yes,No,Medium
ACC-0286,Pinnacle Facilities Management Professionals,Facilities Management,IN,Starter,3,288.08,3456.96,36,2024-09-21,2027-09-06,Omar Castillo,81.0,Green,20,29,60,9,6,2025-04-27,,No,No,No,No,None
ACC-0287,Pinnacle Facilities Management Group,Facilities Management,CA,Growth,5,832.23,9986.76,12,2024-03-21,2025-03-16,Felix Brennan,49.4,Yellow,0,19,66,6,5,2025-05-09,,No,No,No,No,High
ACC-0288,BlueStar Plumbing Group,Plumbing,TX,Pro,37,1618.35,19420.2,12,2019-07-16,2020-07-10,Jordan Blake,52.5,Yellow,7,19,28,4,3,2025-05-02,2025-03-19,Yes,Yes,Yes,No,Low
ACC-0289,Metro Facilities Management Systems,Facilities Management,TN,Growth,13,697.98,8375.76,24,2023-05-10,2025-04-29,Lena Fischer,69.6,Yellow,4,46,98,2,1,2025-05-31,,Yes,No,No,No,High
ACC-0290,Reliable Other Services,Other,NC,Starter,5,401.73,4820.76,12,2023-02-04,2024-01-30,Felix Brennan,74.7,Green,18,46,71,3,6,2025-05-20,,No,No,No,No,None
ACC-0291,Regional HVAC Professionals,HVAC,IN,Enterprise,171,4861.16,58333.92,24,2023-05-10,2025-04-29,Tanya Oluoch,47.4,Yellow,3,18,56,1,4,2025-04-28,2025-03-22,No,No,No,No,Low
ACC-0292,OneCall Electrical Experts,Electrical,VA,Starter,4,282.76,3393.12,12,2021-08-31,2022-08-26,Lena Fischer,71.4,Green,22,49,47,2,6,2025-05-09,,No,Yes,No,No,Low
ACC-0293,National Plumbing Experts,Plumbing,IL,Starter,4,328.28,3939.36,36,2022-06-09,2025-05-24,Ravi Mehta,67.1,Yellow,2,21,74,10,1,2025-04-26,,No,Yes,No,No,None
ACC-0294,ProServ Facilities Management Works,Facilities Management,IN,Pro,52,1722.65,20671.8,12,2022-04-30,2023-04-25,Jordan Blake,89.0,Green,16,59,80,10,1,2025-05-25,2025-02-08,No,No,No,No,High
ACC-0295,Allied Plumbing Experts,Plumbing,NY,Starter,4,367.26,4407.12,12,2020-01-04,2020-12-29,Lena Fischer,68.8,Yellow,9,53,98,3,5,2025-05-01,,No,Yes,No,No,Low
ACC-0296,Pinnacle HVAC Group,HVAC,FL,Pro,33,1720.97,20651.64,12,2019-12-15,2020-12-09,Jordan Blake,35.5,Red,1,1,47,1,1,2025-05-16,2025-01-07,Yes,No,No,Yes,High
ACC-0297,Premier Electrical Professionals,Electrical,CA,Starter,3,317.92,3815.04,12,2020-07-31,2021-07-26,Omar Castillo,86.2,Green,39,37,71,10,4,2025-05-01,,No,No,Yes,No,Medium
ACC-0298,Allied Facilities Management Systems,Facilities Management,CA,Growth,17,883.61,10603.32,12,2023-09-24,2024-09-18,Omar Castillo,84.8,Green,37,39,54,10,3,2025-05-01,,Yes,No,No,No,None
ACC-0299,SwiftLine Pest Control Professionals,Pest Control,PA,Starter,1,328.92,3947.04,12,2023-08-13,2024-08-07,Tanya Oluoch,73.8,Green,38,30,14,5,2,2025-04-23,,No,Yes,Yes,No,Low
ACC-0300,SwiftLine Pest Control Services,Pest Control,NC,Growth,5,953.82,11445.84,12,2021-11-27,2022-11-22,Ravi Mehta,86.4,Green,29,17,99,9,3,2025-04-25,,Yes,No,No,No,Low
ACC-0301,OneCall HVAC Professionals,HVAC,GA,Pro,30,1306.98,15683.76,12,2022-10-14,2023-10-09,Omar Castillo,58.5,Yellow,7,43,29,1,1,2025-06-01,2025-01-23,No,No,Yes,No,Medium
ACC-0302,Allied Plumbing Professionals,Plumbing,IN,Starter,5,393.2,4718.4,36,2020-09-11,2023-08-27,Lena Fischer,44.8,Yellow,7,6,31,2,1,2025-05-09,,No,Yes,No,No,None
ACC-0303,Heritage HVAC Experts,HVAC,GA,Starter,4,345.79,4149.48,12,2021-10-12,2022-10-07,Emma Solis,62.0,Yellow,5,16,95,5,3,2025-05-24,,Yes,Yes,No,No,None
ACC-0304,Dynamic Pest Control Group,Pest Control,MO,Growth,19,847.83,10173.96,12,2022-06-23,2023-06-18,Felix Brennan,66.0,Yellow,30,4,94,2,4,2025-05-30,,No,Yes,No,No,Medium
ACC-0305,Allied Pest Control Partners,Pest Control,OH,Starter,1,315.3,3783.6,12,2022-04-10,2023-04-05,Emma Solis,79.8,Green,33,42,44,9,4,2025-05-12,,No,No,No,No,Low
ACC-0306,Metro Plumbing Professionals,Plumbing,WI,Growth,11,632.23,7586.76,24,2021-08-03,2023-07-24,Emma Solis,67.5,Yellow,9,42,26,8,1,2025-05-28,,No,Yes,No,No,Medium
ACC-0307,Regional Facilities Management Systems,Facilities Management,MN,Enterprise,164,3707.84,44494.08,12,2021-11-01,2022-10-27,Sadia Islam,57.6,Yellow,25,1,34,10,5,2025-04-24,2025-03-06,No,No,No,No,Low
ACC-0308,Apex Electrical Services,Electrical,WA,Starter,4,381.29,4575.48,24,2021-11-03,2023-10-24,Jordan Blake,60.4,Yellow,26,4,81,1,5,2025-05-15,,No,No,No,No,Medium
ACC-0309,SwiftLine Electrical Associates,Electrical,NV,Starter,3,405.33,4863.96,24,2024-03-17,2026-03-07,Lena Fischer,88.6,Green,24,48,98,9,5,2025-04-20,,No,No,No,No,None
ACC-0310,ProServ Other Associates,Other,PA,Growth,7,690.87,8290.44,12,2020-12-01,2021-11-26,Felix Brennan,78.8,Green,38,32,39,5,2,2025-05-10,,No,Yes,No,No,High
ACC-0311,SwiftLine Electrical Experts,Electrical,CO,Starter,2,380.5,4566.0,12,2024-05-28,2025-05-23,Felix Brennan,74.4,Green,12,43,97,5,5,2025-05-19,,No,No,No,No,None
ACC-0312,ProServ Facilities Management Systems,Facilities Management,IN,Growth,12,673.24,8078.88,36,2023-11-04,2026-10-19,Sadia Islam,80.2,Green,11,56,92,7,2,2025-04-17,,No,No,No,No,Medium
ACC-0313,TrustWorks Electrical Experts,Electrical,OR,Starter,3,274.61,3295.32,24,2021-07-11,2023-07-01,Omar Castillo,33.0,Red,0,4,34,4,3,2025-05-15,,No,Yes,No,Yes,None
ACC-0314,Regional Electrical Services,Electrical,CA,Enterprise,185,4945.08,59340.96,24,2022-01-31,2024-01-21,Omar Castillo,63.0,Yellow,20,7,27,2,0,2025-05-28,2025-02-20,Yes,No,No,No,Low
ACC-0315,Reliable Landscaping Partners,Landscaping,VA,Pro,47,1443.07,17316.84,36,2024-05-30,2027-05-15,Jordan Blake,40.2,Yellow,0,7,53,9,5,2025-05-17,2025-03-04,No,No,No,No,Medium
ACC-0316,Pinnacle HVAC Group,HVAC,OR,Pro,55,1755.73,21068.76,12,2023-09-09,2024-09-03,Ravi Mehta,85.2,Green,24,13,79,9,0,2025-04-23,2025-02-22,No,Yes,Yes,No,Low
ACC-0317,Elite HVAC Systems,HVAC,OR,Pro,49,1776.74,21320.88,12,2024-05-31,2025-05-26,Tanya Oluoch,46.0,Yellow,17,6,10,3,5,2025-04-24,2025-01-24,No,Yes,No,No,None
ACC-0318,OneCall Plumbing Systems,Plumbing,WI,Pro,48,1638.99,19667.88,24,2023-07-23,2025-07-12,Omar Castillo,48.0,Yellow,1,34,44,3,5,2025-05-11,2025-02-09,Yes,No,No,No,High
ACC-0319,National Plumbing Works,Plumbing,TN,Growth,7,825.19,9902.28,36,2023-05-02,2026-04-16,Omar Castillo,70.7,Green,10,50,61,3,1,2025-05-15,,No,No,No,No,Low
ACC-0320,Regional Facilities Management Works,Facilities Management,TN,Starter,1,367.04,4404.48,12,2022-07-28,2023-07-23,Emma Solis,70.4,Green,28,45,12,6,4,2025-05-31,,No,No,No,No,High
ACC-0321,RapidFix HVAC Associates,HVAC,WI,Starter,2,298.41,3580.92,12,2024-07-10,2025-07-05,Lena Fischer,52.1,Yellow,10,10,38,9,5,2025-05-20,,Yes,No,No,No,None
ACC-0322,Apex HVAC Partners,HVAC,OH,Pro,30,1350.31,16203.72,24,2023-04-25,2025-04-14,Jordan Blake,62.4,Yellow,16,5,77,4,3,2025-05-05,2025-02-20,No,Yes,No,No,Medium
ACC-0323,ProServ HVAC Services,HVAC,PA,Starter,1,356.26,4275.12,36,2022-08-16,2025-07-31,Ravi Mehta,85.5,Green,18,35,70,6,1,2025-04-24,,Yes,Yes,Yes,No,Medium
ACC-0324,Allied HVAC Works,HVAC,IL,Pro,27,1916.45,22997.4,12,2022-07-08,2023-07-03,Ravi Mehta,55.9,Yellow,9,34,33,3,6,2025-05-15,2024-12-22,Yes,No,Yes,No,High
ACC-0325,TrustWorks HVAC Solutions,HVAC,NY,Starter,2,393.36,4720.32,24,2020-10-08,2022-09-28,Sadia Islam,84.0,Green,36,50,45,7,1,2025-04-17,,No,Yes,Yes,No,None
ACC-0326,RapidFix HVAC Works,HVAC,NV,Enterprise,133,4634.38,55612.56,24,2023-11-23,2025-11-12,Omar Castillo,84.2,Green,35,34,61,8,3,2025-04-26,2025-01-19,No,No,No,No,Low
ACC-0327,Elite Plumbing Works,Plumbing,TX,Growth,6,673.69,8084.28,12,2022-10-11,2023-10-06,Felix Brennan,66.2,Yellow,7,38,62,6,3,2025-05-12,,No,Yes,Yes,No,Low
ACC-0328,ProServ Electrical Professionals,Electrical,NC,Growth,9,767.13,9205.56,36,2022-09-22,2025-09-06,Ravi Mehta,79.0,Green,19,25,41,2,0,2025-05-01,,No,No,No,No,Medium
ACC-0329,Heritage Plumbing Systems,Plumbing,FL,Pro,46,2065.31,24783.72,12,2020-10-15,2021-10-10,Emma Solis,68.1,Yellow,18,23,16,5,3,2025-04-24,2025-02-16,No,No,No,No,None
ACC-0330,SwiftLine Facilities Management Partners,Facilities Management,CA,Enterprise,182,3726.52,44718.24,12,2021-04-09,2022-04-04,Felix Brennan,59.2,Yellow,32,10,11,1,1,2025-05-31,2024-12-23,No,No,No,No,None
ACC-0331,TrustWorks HVAC Professionals,HVAC,VA,Growth,19,727.53,8730.36,12,2021-03-30,2022-03-25,Sadia Islam,73.0,Green,3,51,76,9,0,2025-04-30,,Yes,No,Yes,No,Low
ACC-0332,Heritage Plumbing Partners,Plumbing,TN,Enterprise,172,5259.65,63115.8,12,2022-12-22,2023-12-17,Ravi Mehta,56.2,Yellow,9,48,35,1,4,2025-05-18,2025-04-22,Yes,No,Yes,No,Low
ACC-0333,Metro Electrical Solutions,Electrical,CA,Starter,4,385.62,4627.44,12,2024-05-13,2025-05-08,Omar Castillo,81.4,Green,35,36,42,3,0,2025-05-16,,No,Yes,No,No,High
ACC-0334,SwiftLine HVAC Experts,HVAC,CO,Pro,51,1368.33,16419.96,24,2023-03-02,2025-02-19,Sadia Islam,84.4,Green,39,46,57,7,2,2025-04-22,2025-02-08,No,No,No,No,Low
ACC-0335,Elite HVAC Partners,HVAC,NY,Starter,4,298.91,3586.92,24,2024-09-06,2026-08-27,Felix Brennan,74.2,Green,31,46,61,0,4,2025-05-23,,No,Yes,No,No,High
ACC-0336,ProServ Landscaping Solutions,Landscaping,NV,Pro,54,1691.19,20294.28,36,2021-09-23,2024-09-07,Omar Castillo,84.4,Green,26,36,52,4,0,2025-05-02,2025-04-16,No,Yes,No,No,High
ACC-0337,BlueStar HVAC Systems,HVAC,VA,Pro,50,2080.76,24969.12,12,2021-04-14,2022-04-09,Emma Solis,76.2,Green,19,15,72,7,3,2025-05-17,2025-02-18,No,No,No,No,Medium
ACC-0338,Metro HVAC Solutions,HVAC,CA,Starter,4,394.46,4733.52,12,2019-12-24,2020-12-18,Emma Solis,48.0,Yellow,0,9,79,6,3,2025-06-01,,No,Yes,Yes,No,Low
ACC-0339,Metro Facilities Management Services,Facilities Management,NV,Starter,3,363.68,4364.16,12,2019-11-27,2020-11-21,Ravi Mehta,61.9,Yellow,19,21,22,0,4,2025-06-01,,No,Yes,No,No,High
ACC-0340,Reliable Electrical Solutions,Electrical,WI,Starter,5,391.77,4701.24,24,2019-10-25,2021-10-14,Felix Brennan,51.0,Yellow,8,4,69,9,6,2025-05-26,,No,No,No,No,Medium
ACC-0341,Heritage Facilities Management Systems,Facilities Management,GA,Starter,2,368.43,4421.16,24,2023-12-16,2025-12-05,Sadia Islam,74.6,Green,32,19,47,10,5,2025-05-13,,No,Yes,No,No,High
ACC-0342,Metro HVAC Partners,HVAC,CO,Starter,1,263.81,3165.72,12,2024-04-27,2025-04-22,Ravi Mehta,49.7,Yellow,6,28,26,2,5,2025-04-18,,No,No,No,No,High
ACC-0343,Metro HVAC Services,HVAC,CA,Growth,14,954.55,11454.6,24,2020-08-03,2022-07-24,Jordan Blake,69.0,Yellow,23,10,60,3,2,2025-05-16,,No,Yes,No,No,High
ACC-0344,Pinnacle Plumbing Partners,Plumbing,VA,Growth,15,767.0,9204.0,12,2023-12-27,2024-12-21,Omar Castillo,88.4,Green,20,58,82,2,0,2025-05-27,,No,No,No,No,None
ACC-0345,National HVAC Associates,HVAC,WA,Pro,58,1682.55,20190.6,12,2020-12-21,2021-12-16,Ravi Mehta,59.8,Yellow,26,2,11,10,2,2025-05-11,2025-05-02,Yes,No,No,No,Low
ACC-0346,SwiftLine Pest Control Partners,Pest Control,MO,Starter,5,299.12,3589.44,24,2021-08-09,2023-07-30,Tanya Oluoch,70.0,Green,27,49,15,7,5,2025-05-03,,Yes,No,No,No,None
ACC-0347,ProServ Electrical Professionals,Electrical,NC,Starter,1,332.18,3986.16,24,2024-05-03,2026-04-23,Lena Fischer,72.8,Green,38,36,39,5,6,2025-05-13,,Yes,Yes,No,No,High
ACC-0348,Reliable Electrical Experts,Electrical,MO,Starter,1,290.63,3487.56,24,2024-01-08,2025-12-28,Tanya Oluoch,63.0,Yellow,25,0,65,0,0,2025-05-06,,Yes,No,No,No,None
ACC-0349,BlueStar Electrical Services,Electrical,VA,Growth,14,893.9,10726.8,12,2024-03-17,2025-03-12,Omar Castillo,74.4,Green,35,46,52,2,4,2025-05-27,,No,No,No,No,High
ACC-0350,Pinnacle HVAC Works,HVAC,NY,Starter,3,281.95,3383.4,36,2021-01-19,2024-01-04,Felix Brennan,63.8,Yellow,26,10,64,3,5,2025-05-14,,No,No,Yes,No,None
ACC-0351,RapidFix Facilities Management Experts,Facilities Management,MN,Enterprise,60,5772.78,69273.36,12,2019-10-14,2020-10-08,Ravi Mehta,72.2,Green,7,48,67,5,0,2025-04-30,2025-04-01,No,No,No,No,None
ACC-0352,Pinnacle HVAC Solutions,HVAC,CO,Starter,2,317.94,3815.28,24,2020-06-22,2022-06-12,Felix Brennan,65.0,Yellow,1,58,89,1,0,2025-05-22,,No,No,No,No,None
ACC-0353,Metro Plumbing Technologies,Plumbing,IN,Starter,4,271.18,3254.16,24,2022-04-15,2024-04-04,Tanya Oluoch,68.9,Yellow,10,12,89,10,3,2025-04-27,,No,No,No,No,Medium
ACC-0354,Allied HVAC Works,HVAC,MN,Starter,4,285.08,3420.96,12,2022-08-13,2023-08-08,Jordan Blake,76.6,Green,23,41,53,6,5,2025-05-27,,No,Yes,Yes,No,Low
ACC-0355,Premier Electrical Group,Electrical,CA,Growth,15,640.19,7682.28,12,2023-12-17,2024-12-11,Sadia Islam,76.6,Green,15,19,78,6,2,2025-05-13,,No,No,No,No,High
ACC-0356,Allied HVAC Services,HVAC,AZ,Enterprise,165,5836.83,70041.96,24,2024-11-18,2026-11-08,Sadia Islam,57.8,Yellow,4,31,49,4,3,2025-05-12,2025-03-16,Yes,Yes,Yes,No,Medium
ACC-0357,Reliable Other Partners,Other,MO,Starter,3,306.5,3678.0,12,2020-02-09,2021-02-03,Tanya Oluoch,77.0,Green,37,51,20,3,0,2025-04-28,,Yes,No,No,No,Medium
ACC-0358,Summit Plumbing Associates,Plumbing,TX,Starter,1,305.44,3665.28,24,2024-05-03,2026-04-23,Emma Solis,68.8,Yellow,21,17,16,2,0,2025-05-26,,No,Yes,No,No,Medium
ACC-0359,Summit HVAC Services,HVAC,IN,Starter,2,351.32,4215.84,12,2022-07-24,2023-07-19,Emma Solis,66.6,Yellow,21,10,33,10,4,2025-05-19,,No,Yes,No,No,High
ACC-0360,Heritage Electrical Technologies,Electrical,WI,Starter,3,348.99,4187.88,12,2023-07-04,2024-06-28,Lena Fischer,69.4,Yellow,35,15,17,6,1,2025-05-14,,No,Yes,No,No,High
ACC-0361,Summit HVAC Systems,HVAC,OR,Pro,35,1782.33,21387.96,12,2024-05-26,2025-05-21,Omar Castillo,89.4,Green,16,41,87,7,0,2025-05-20,2025-02-27,No,No,No,No,None
ACC-0362,Reliable HVAC Group,HVAC,OR,Enterprise,70,4103.28,49239.36,36,2020-10-24,2023-10-09,Jordan Blake,62.0,Yellow,4,43,60,2,1,2025-06-01,2025-03-10,Yes,No,Yes,No,High
ACC-0363,Reliable HVAC Professionals,HVAC,PA,Starter,2,278.32,3339.84,12,2023-01-18,2024-01-13,Sadia Islam,83.6,Green,20,26,58,10,4,2025-04-22,,No,Yes,No,No,Medium
ACC-0364,Pinnacle Pest Control Services,Pest Control,CA,Starter,2,334.72,4016.64,12,2024-09-25,2025-09-20,Omar Castillo,43.5,Yellow,3,16,10,6,3,2025-05-03,,No,Yes,No,No,None
ACC-0365,Elite HVAC Technologies,HVAC,MN,Pro,37,1420.13,17041.56,12,2023-09-23,2024-09-17,Lena Fischer,73.2,Green,33,4,85,7,2,2025-05-20,2025-02-21,No,No,No,No,Low
ACC-0366,Apex Plumbing Group,Plumbing,NC,Growth,9,600.74,7208.88,36,2020-09-23,2023-09-08,Lena Fischer,75.2,Green,24,14,80,8,5,2025-05-09,,No,No,Yes,No,Medium
ACC-0367,ProServ Plumbing Experts,Plumbing,NV,Pro,39,1889.52,22674.24,12,2019-07-12,2020-07-06,Emma Solis,67.0,Yellow,15,57,46,4,6,2025-04-26,2024-12-18,No,No,No,No,None
ACC-0368,Dynamic HVAC Partners,HVAC,NC,Starter,5,323.17,3878.04,12,2021-04-29,2022-04-24,Lena Fischer,47.4,Yellow,12,11,23,4,5,2025-04-25,,No,No,No,No,Medium
ACC-0369,OneCall Plumbing Technologies,Plumbing,VA,Starter,2,400.55,4806.6,12,2021-03-27,2022-03-22,Sadia Islam,82.0,Green,22,30,40,8,2,2025-04-27,,Yes,No,Yes,No,None
ACC-0370,SwiftLine HVAC Professionals,HVAC,OH,Growth,18,927.3,11127.6,24,2020-07-24,2022-07-14,Omar Castillo,64.8,Yellow,34,47,19,1,5,2025-05-18,,No,Yes,No,No,None
ACC-0371,Summit HVAC Group,HVAC,NC,Starter,5,321.43,3857.16,36,2020-12-26,2023-12-11,Lena Fischer,50.9,Yellow,13,5,53,3,4,2025-04-24,,No,Yes,No,No,Medium
ACC-0372,ProServ Electrical Associates,Electrical,NC,Growth,5,950.24,11402.88,12,2022-02-27,2023-02-22,Omar Castillo,59.0,Yellow,21,6,21,8,4,2025-06-01,,No,No,No,No,Medium
ACC-0373,Premier Electrical Solutions,Electrical,PA,Pro,30,1296.33,15555.96,36,2019-12-17,2022-12-01,Jordan Blake,62.2,Yellow,17,12,32,2,1,2025-05-19,2025-03-13,No,No,No,No,None
ACC-0374,Apex HVAC Group,HVAC,IL,Growth,9,606.26,7275.12,36,2023-06-26,2026-06-10,Tanya Oluoch,83.6,Green,23,40,48,10,3,2025-05-02,,No,Yes,No,No,Medium
ACC-0375,ProServ HVAC Solutions,HVAC,NC,Starter,4,272.0,3264.0,12,2023-09-13,2024-09-07,Tanya Oluoch,44.8,Yellow,4,9,63,1,3,2025-04-17,,No,No,No,No,Low
ACC-0376,SwiftLine Plumbing Professionals,Plumbing,FL,Enterprise,173,4214.9,50578.8,24,2020-11-14,2022-11-04,Tanya Oluoch,46.0,Yellow,1,12,61,4,3,2025-04-25,2025-04-03,No,Yes,No,No,None
ACC-0377,SwiftLine Plumbing Group,Plumbing,GA,Growth,9,614.46,7373.52,24,2020-06-03,2022-05-24,Tanya Oluoch,48.2,Yellow,8,15,16,8,6,2025-04-28,,Yes,No,Yes,No,Medium
ACC-0378,Apex Electrical Associates,Electrical,MN,Starter,2,261.39,3136.68,12,2022-03-01,2023-02-24,Ravi Mehta,73.7,Green,14,44,91,1,4,2025-05-28,,No,No,Yes,No,Medium
ACC-0379,Pinnacle Pest Control Associates,Pest Control,FL,Growth,15,605.67,7268.04,12,2023-09-15,2024-09-09,Jordan Blake,45.9,Yellow,1,55,13,1,2,2025-05-27,,No,No,Yes,No,High
ACC-0380,Summit Electrical Experts,Electrical,AZ,Pro,43,1321.35,15856.2,36,2022-12-13,2025-11-27,Jordan Blake,59.9,Yellow,9,22,50,6,5,2025-05-14,2025-02-25,No,Yes,No,No,High
ACC-0381,Dynamic Electrical Professionals,Electrical,TX,Starter,1,278.91,3346.92,12,2024-01-14,2025-01-08,Jordan Blake,75.2,Green,20,24,70,0,4,2025-05-30,,Yes,Yes,No,No,Low
ACC-0382,Dynamic Electrical Solutions,Electrical,NC,Starter,1,313.59,3763.08,12,2022-04-22,2023-04-17,Ravi Mehta,84.6,Green,25,24,82,1,1,2025-04-30,,No,No,No,No,None
ACC-0383,ProServ Facilities Management Systems,Facilities Management,NV,Starter,5,315.87,3790.44,24,2019-08-25,2021-08-14,Jordan Blake,77.2,Green,40,30,16,6,1,2025-04-23,,No,No,No,No,None
