onboarding_id,account_id,company,plan,csm_owner,kickoff_date,go_live_date,target_days_to_value,actual_days_to_value,on_time,delay_days,primary_delay_reason,current_phase,completed,kickoff_call_held,data_migration_complete,quickbooks_connected,tech_app_adopted,first_invoice_sent,health_score_at_day30,nps_at_day30
ONB-0281,ACC-0268,BlueStar Pest Control Technologies,Growth,Sadia Islam,2024-09-16,2024-10-11,21,25,No,4,None,Completed,Yes,Yes,Yes,Yes,Yes,Yes,76.6,5
ONB-0282,ACC-0054,ProServ Pest Control Technologies,Starter,Ravi Mehta,2023-05-17,2023-06-07,21,21,Yes,0,None,Configuration,No,Yes,Yes,No,Yes,Yes,91.0,5
ONB-0283,ACC-0303,Heritage HVAC Experts,Starter,Emma Solis,2023-10-04,2023-10-29,21,25,No,4,Data migration issues,Integrations,No,Yes,Yes,No,Yes,Yes,62.0,5
ONB-0284,ACC-0202,Premier Landscaping Professionals,Starter,Emma Solis,2023-05-16,2023-06-15,21,30,No,9,QuickBooks sync failure,Kickoff,No,Yes,Yes,No,Yes,No,61.0,3
ONB-0285,ACC-0332,Heritage Plumbing Partners,Enterprise,Ravi Mehta,2024-01-20,2024-02-19,21,30,No,9,Champion left – restart required,Completed,Yes,Yes,Yes,Yes,No,No,56.2,1
ONB-0286,ACC-0062,BlueStar HVAC Experts,Starter,Tanya Oluoch,2024-01-08,2024-01-29,21,21,Yes,0,None,Integrations,No,Yes,Yes,No,No,Yes,61.0,4
ONB-0287,ACC-0102,Regional HVAC Associates,Enterprise,Ravi Mehta,2023-05-04,2023-05-25,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,64.0,0
ONB-0288,ACC-0274,National Landscaping Experts,Growth,Tanya Oluoch,2022-11-21,2022-12-12,21,21,Yes,0,None,Kickoff,No,Yes,Yes,Yes,Yes,Yes,87.2,7
ONB-0289,ACC-0331,TrustWorks HVAC Professionals,Growth,Sadia Islam,2023-02-24,2023-03-21,21,25,No,4,QuickBooks sync failure,Data Migration,No,Yes,Yes,Yes,Yes,Yes,73.0,9
ONB-0290,ACC-0502,Dynamic Facilities Management Systems,Starter,Lena Fischer,2023-10-20,2023-12-07,21,48,No,27,QuickBooks sync failure,Training,No,Yes,Yes,Yes,No,No,43.2,0
ONB-0291,ACC-0187,OneCall HVAC Group,Starter,Jordan Blake,2024-02-15,2024-03-16,21,30,No,9,None,Completed,Yes,Yes,Yes,Yes,Yes,No,87.2,1
ONB-0292,ACC-0612,Allied Plumbing Solutions,Enterprise,Felix Brennan,2023-12-28,2024-01-27,21,30,No,9,Technician app resistance,Integrations,No,Yes,Yes,Yes,Yes,No,76.6,2
ONB-0293,ACC-0595,National HVAC Services,Starter,Felix Brennan,2024-02-12,2024-03-04,21,21,Yes,0,None,Integrations,No,Yes,Yes,Yes,Yes,Yes,84.2,7
ONB-0294,ACC-0422,Heritage Plumbing Group,Pro,Ravi Mehta,2023-11-06,2023-12-01,21,25,No,4,None,Configuration,No,Yes,Yes,Yes,Yes,Yes,66.8,7
ONB-0295,ACC-0167,Apex Plumbing Associates,Pro,Lena Fischer,2023-11-14,2023-12-09,21,25,No,4,QuickBooks sync failure,Completed,Yes,Yes,Yes,Yes,No,Yes,45.9,5
ONB-0296,ACC-0459,TrustWorks Facilities Management Group,Growth,Lena Fischer,2023-01-25,2023-02-15,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,Yes,Yes,49.9,0
ONB-0297,ACC-0144,Reliable Pest Control Solutions,Pro,Emma Solis,2023-01-17,2023-01-31,21,14,Yes,0,None,Completed,Yes,Yes,No,No,No,Yes,69.4,2
ONB-0298,ACC-0635,TrustWorks HVAC Associates,Pro,Felix Brennan,2024-06-04,2024-06-25,21,21,Yes,0,None,Data Migration,No,Yes,Yes,Yes,Yes,Yes,88.0,9
ONB-0299,ACC-0092,Summit Electrical Professionals,Growth,Emma Solis,2022-11-28,2023-01-05,21,38,No,17,Customer unresponsive,Configuration,No,Yes,Yes,Yes,No,No,37.3,3
ONB-0300,ACC-0518,TrustWorks HVAC Partners,Starter,Jordan Blake,2024-07-27,2024-08-17,21,21,Yes,0,None,Training,No,Yes,Yes,No,No,Yes,67.0,7
ONB-0301,ACC-0417,Premier HVAC Systems,Starter,Omar Castillo,2024-05-16,2024-06-10,21,25,No,4,Champion left – restart required,Integrations,No,Yes,Yes,Yes,No,Yes,76.0,7
ONB-0302,ACC-0053,National Pest Control Technologies,Starter,Omar Castillo,2023-12-05,2024-01-04,21,30,No,9,Technician app resistance,Configuration,No,Yes,Yes,No,No,No,84.6,8
ONB-0303,ACC-0098,BlueStar Landscaping Experts,Growth,Omar Castillo,2024-04-03,2024-04-24,21,21,Yes,0,None,Configuration,No,Yes,Yes,Yes,No,Yes,63.0,0
ONB-0304,ACC-0127,Heritage Plumbing Solutions,Starter,Lena Fischer,2024-09-02,2024-09-27,21,25,No,4,Customer unresponsive,Data Migration,No,Yes,Yes,No,No,Yes,69.8,5
ONB-0305,ACC-0356,Allied HVAC Services,Enterprise,Sadia Islam,2022-12-16,2023-01-10,21,25,No,4,Champion left – restart required,Kickoff,No,Yes,Yes,Yes,No,Yes,57.8,4
ONB-0306,ACC-0078,SwiftLine Pest Control Professionals,Starter,Tanya Oluoch,2023-07-22,2023-08-09,21,18,Yes,0,None,Integrations,No,Yes,Yes,No,No,Yes,68.6,4
ONB-0307,ACC-0638,OneCall HVAC Experts,Starter,Omar Castillo,2023-01-03,2023-01-28,21,25,No,4,Technician app resistance,Completed,Yes,Yes,Yes,No,No,Yes,66.6,9
ONB-0308,ACC-0040,Regional Plumbing Group,Enterprise,Ravi Mehta,2022-12-20,2023-01-07,21,18,Yes,0,None,Kickoff,No,Yes,Yes,Yes,Yes,Yes,88.4,9
ONB-0309,ACC-0467,Allied HVAC Partners,Starter,Emma Solis,2022-08-17,2022-09-16,21,30,No,9,Customer unresponsive,Integrations,No,Yes,Yes,Yes,No,No,46.6,2
ONB-0310,ACC-0315,Reliable Landscaping Partners,Pro,Jordan Blake,2023-08-09,2023-08-30,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,40.2,9
ONB-0311,ACC-0481,Dynamic Facilities Management Services,Pro,Jordan Blake,2023-07-12,2023-08-11,21,30,No,9,Champion left – restart required,Training,No,Yes,Yes,Yes,No,No,66.4,7
ONB-0312,ACC-0237,National HVAC Professionals,Pro,Ravi Mehta,2024-03-20,2024-04-27,21,38,No,17,Technician app resistance,Integrations,No,Yes,Yes,Yes,No,No,66.3,9
ONB-0313,ACC-0045,Allied Plumbing Experts,Starter,Ravi Mehta,2024-06-24,2024-07-12,21,18,Yes,0,None,Configuration,No,Yes,Yes,No,Yes,Yes,90.2,9
ONB-0314,ACC-0608,Heritage Plumbing Technologies,Starter,Ravi Mehta,2024-01-05,2024-03-05,21,60,No,39,None,Configuration,No,Yes,Yes,No,No,No,77.2,8
ONB-0315,ACC-0267,Dynamic Electrical Group,Growth,Jordan Blake,2023-07-20,2023-08-19,21,30,No,9,Champion left – restart required,Integrations,No,Yes,Yes,Yes,No,No,52.8,0
ONB-0316,ACC-0003,SwiftLine Plumbing Group,Pro,Sadia Islam,2024-05-04,2024-05-29,21,25,No,4,Technician app resistance,Completed,Yes,Yes,Yes,Yes,Yes,Yes,62.8,3
ONB-0317,ACC-0056,Dynamic HVAC Systems,Pro,Emma Solis,2024-03-15,2024-04-05,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,66.8,3
ONB-0318,ACC-0441,BlueStar HVAC Systems,Growth,Ravi Mehta,2023-09-15,2023-10-15,21,30,No,9,QuickBooks sync failure,Integrations,No,Yes,Yes,Yes,No,No,48.9,2
ONB-0319,ACC-0227,SwiftLine Landscaping Solutions,Starter,Emma Solis,2024-05-09,2024-05-30,21,21,Yes,0,None,Data Migration,No,Yes,Yes,Yes,Yes,Yes,72.4,0
ONB-0320,ACC-0560,Summit Facilities Management Solutions,Growth,Tanya Oluoch,2022-06-27,2022-08-04,21,38,No,17,Data migration issues,Data Migration,No,Yes,Yes,Yes,No,No,50.0,0
ONB-0321,ACC-0559,Premier Pest Control Professionals,Pro,Tanya Oluoch,2023-01-15,2023-02-22,21,38,No,17,Data migration issues,Data Migration,No,Yes,Yes,Yes,No,No,78.2,8
ONB-0322,ACC-0464,Elite Other Associates,Starter,Felix Brennan,2022-10-10,2022-12-09,21,60,No,39,Technician app resistance,Completed,Yes,Yes,Yes,Yes,Yes,No,74.8,0
ONB-0323,ACC-0195,Dynamic HVAC Solutions,Growth,Lena Fischer,2022-08-07,2022-08-28,21,21,Yes,0,None,Data Migration,No,Yes,Yes,Yes,No,Yes,53.8,5
ONB-0324,ACC-0407,RapidFix Pest Control Systems,Growth,Ravi Mehta,2022-12-08,2023-01-25,21,48,No,27,Customer unresponsive,Training,No,Yes,Yes,Yes,No,No,77.6,0
ONB-0325,ACC-0388,RapidFix Facilities Management Experts,Starter,Felix Brennan,2024-01-01,2024-01-22,21,21,Yes,0,None,Integrations,No,Yes,Yes,Yes,No,Yes,75.0,4
ONB-0326,ACC-0540,Pinnacle Other Associates,Growth,Emma Solis,2023-09-05,2023-10-13,21,38,No,17,Technician app resistance,Integrations,No,Yes,Yes,Yes,No,No,85.8,9
ONB-0327,ACC-0548,OneCall Landscaping Partners,Growth,Sadia Islam,2023-08-12,2023-10-11,21,60,No,39,Champion left – restart required,Configuration,No,Yes,Yes,Yes,No,No,68.4,6
ONB-0328,ACC-0304,Dynamic Pest Control Group,Growth,Felix Brennan,2022-09-28,2022-10-19,21,21,Yes,0,None,Completed,Yes,Yes,Yes,Yes,Yes,Yes,66.0,2
ONB-0329,ACC-0387,Premier Facilities Management Solutions,Pro,Ravi Mehta,2023-04-01,2023-04-22,21,21,Yes,0,None,Training,No,Yes,Yes,Yes,No,Yes,75.4,4
ONB-0330,ACC-0433,Regional HVAC Works,Starter,Felix Brennan,2023-07-15,2023-09-01,21,48,No,27,Data migration issues,Data Migration,No,Yes,Yes,Yes,No,No,83.6,9
ONB-0331,ACC-0310,ProServ Other Associates,Growth,Felix Brennan,2023-01-15,2023-03-16,21,60,No,39,Data migration issues,Configuration,No,Yes,Yes,Yes,No,No,78.8,5
ONB-0332,ACC-0080,TrustWorks Electrical Services,Growth,Felix Brennan,2024-06-25,2024-08-02,21,38,No,17,Data migration issues,Completed,Yes,Yes,Yes,Yes,No,No,72.0,4
ONB-0333,ACC-0225,National HVAC Professionals,Pro,Ravi Mehta,2022-07-04,2022-07-22,21,18,Yes,0,None,Data Migration,No,Yes,Yes,No,No,Yes,71.2,7
ONB-0334,ACC-0051,Allied Facilities Management Systems,Enterprise,Felix Brennan,2023-09-05,2023-09-26,21,21,Yes,0,None,Completed,Yes,Yes,Yes,Yes,Yes,Yes,89.3,10
ONB-0335,ACC-0133,Metro Pest Control Technologies,Growth,Felix Brennan,2023-03-27,2023-04-26,21,30,No,9,None,Training,No,Yes,Yes,Yes,No,No,79.6,4
ONB-0336,ACC-0409,Regional Plumbing Technologies,Starter,Lena Fischer,2024-01-06,2024-02-13,21,38,No,17,Technician app resistance,Integrations,No,No,Yes,Yes,No,No,65.6,0
ONB-0337,ACC-0627,National Electrical Professionals,Starter,Ravi Mehta,2024-05-20,2024-06-27,21,38,No,17,Customer unresponsive,Data Migration,No,Yes,Yes,Yes,Yes,No,60.0,1
ONB-0338,ACC-0294,ProServ Facilities Management Works,Pro,Jordan Blake,2023-06-14,2023-07-14,21,30,No,9,Data migration issues,Kickoff,No,Yes,Yes,Yes,Yes,No,89.0,10
ONB-0339,ACC-0533,Regional Electrical Associates,Growth,Emma Solis,2023-02-28,2023-04-07,21,38,No,17,Data migration issues,Data Migration,No,Yes,Yes,Yes,Yes,No,74.4,0
ONB-0340,ACC-0241,Summit Other Professionals,Starter,Ravi Mehta,2023-07-03,2023-08-10,21,38,No,17,Data migration issues,Completed,Yes,Yes,Yes,No,Yes,No,85.8,0
ONB-0341,ACC-0130,SwiftLine Pest Control Systems,Pro,Tanya Oluoch,2024-02-21,2024-03-17,21,25,No,4,None,Completed,Yes,Yes,Yes,Yes,No,Yes,69.0,2
ONB-0342,ACC-0106,Reliable Plumbing Associates,Starter,Sadia Islam,2023-01-22,2023-02-16,21,25,No,4,Technician app resistance,Configuration,No,Yes,Yes,No,Yes,Yes,58.6,5
ONB-0343,ACC-0541,Dynamic Pest Control Professionals,Pro,Ravi Mehta,2024-04-16,2024-05-07,21,21,Yes,0,None,Data Migration,No,Yes,Yes,Yes,No,Yes,63.2,3
ONB-0344,ACC-0442,National Electrical Experts,Starter,Sadia Islam,2023-11-02,2023-12-20,21,48,No,27,Customer unresponsive,Go-Live,No,Yes,Yes,Yes,Yes,No,86.3,8
ONB-0345,ACC-0200,TrustWorks Plumbing Technologies,Growth,Felix Brennan,2024-07-09,2024-07-27,21,18,Yes,0,None,Integrations,No,Yes,Yes,Yes,Yes,Yes,78.7,5
ONB-0346,ACC-0265,RapidFix Pest Control Services,Pro,Felix Brennan,2023-12-31,2024-01-18,21,18,Yes,0,None,Kickoff,No,Yes,Yes,Yes,No,Yes,78.4,7
ONB-0347,ACC-0378,Apex Electrical Associates,Starter,Ravi Mehta,2023-03-09,2023-03-27,21,18,Yes,0,None,Training,No,Yes,Yes,Yes,Yes,Yes,73.7,1
ONB-0348,ACC-0370,SwiftLine HVAC Professionals,Growth,Omar Castillo,2024-07-14,2024-08-01,21,18,Yes,0,None,Training,No,Yes,Yes,No,No,Yes,64.8,1
ONB-0349,ACC-0475,Metro HVAC Group,Pro,Lena Fischer,2023-09-01,2023-09-22,21,21,Yes,0,None,Configuration,No,Yes,Yes,Yes,No,Yes,79.6,6
ONB-0350,ACC-0607,Pinnacle HVAC Associates,Starter,Jordan Blake,2024-08-19,2024-09-18,21,30,No,9,Customer unresponsive,Integrations,No,Yes,Yes,No,Yes,No,85.6,2
ONB-0351,ACC-0327,Elite Plumbing Works,Growth,Felix Brennan,2023-12-07,2024-01-24,21,48,No,27,Customer unresponsive,Training,No,Yes,Yes,Yes,Yes,No,66.2,6
ONB-0352,ACC-0201,National HVAC Technologies,Starter,Ravi Mehta,2022-12-30,2023-01-24,21,25,No,4,Data migration issues,Completed,Yes,Yes,Yes,Yes,No,Yes,66.2,5
ONB-0353,ACC-0047,Allied Pest Control Works,Starter,Omar Castillo,2022-06-19,2022-07-10,21,21,Yes,0,None,Configuration,No,Yes,Yes,Yes,No,Yes,59.0,3
ONB-0354,ACC-0603,Elite Landscaping Solutions,Pro,Felix Brennan,2024-01-23,2024-03-01,21,38,No,17,Champion left – restart required,Completed,Yes,Yes,Yes,Yes,Yes,No,66.8,2
ONB-0355,ACC-0368,Dynamic HVAC Partners,Starter,Lena Fischer,2022-09-16,2022-10-11,21,25,No,4,Customer unresponsive,Completed,Yes,Yes,Yes,No,No,Yes,47.4,4
ONB-0356,ACC-0386,RapidFix Electrical Systems,Growth,Tanya Oluoch,2024-02-27,2024-03-19,21,21,Yes,0,None,Data Migration,No,Yes,Yes,Yes,No,Yes,70.2,5
ONB-0357,ACC-0421,RapidFix HVAC Professionals,Pro,Emma Solis,2023-08-11,2023-08-29,21,18,Yes,0,None,Training,No,Yes,Yes,Yes,Yes,Yes,80.5,10
ONB-0358,ACC-0614,Dynamic Pest Control Systems,Pro,Lena Fischer,2024-06-10,2024-07-10,21,30,No,9,Technician app resistance,Training,No,No,Yes,Yes,Yes,No,72.2,2
ONB-0359,ACC-0462,Dynamic Electrical Systems,Starter,Lena Fischer,2023-01-30,2023-02-13,21,14,Yes,0,None,Go-Live,No,Yes,No,Yes,No,Yes,29.2,4
ONB-0360,ACC-0340,Reliable Electrical Solutions,Starter,Felix Brennan,2022-06-07,2022-07-25,21,48,No,27,QuickBooks sync failure,Go-Live,No,Yes,Yes,No,Yes,No,51.0,9
ONB-0361,ACC-0029,Regional HVAC Works,Growth,Sadia Islam,2023-08-05,2023-08-30,21,25,No,4,Customer unresponsive,Completed,Yes,Yes,Yes,Yes,No,Yes,76.4,1
ONB-0362,ACC-0427,Heritage HVAC Works,Enterprise,Sadia Islam,2022-12-23,2023-01-10,21,18,Yes,0,None,Completed,Yes,Yes,Yes,Yes,Yes,Yes,51.5,1
ONB-0363,ACC-0150,National HVAC Professionals,Starter,Jordan Blake,2023-02-02,2023-02-27,21,25,No,4,QuickBooks sync failure,Integrations,No,Yes,Yes,Yes,Yes,Yes,83.6,5
ONB-0364,ACC-0097,SwiftLine Facilities Management Associates,Starter,Sadia Islam,2022-09-13,2022-10-21,21,38,No,17,Customer unresponsive,Kickoff,No,Yes,Yes,No,No,No,60.0,4
ONB-0365,ACC-0290,Reliable Other Services,Starter,Felix Brennan,2023-02-28,2023-03-30,21,30,No,9,Champion left – restart required,Go-Live,No,Yes,Yes,Yes,Yes,No,74.7,3
ONB-0366,ACC-0313,TrustWorks Electrical Experts,Starter,Omar Castillo,2024-01-13,2024-01-31,21,18,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,33.0,4
ONB-0367,ACC-0163,Reliable HVAC Group,Starter,Lena Fischer,2024-02-01,2024-02-26,21,25,No,4,Champion left – restart required,Completed,Yes,Yes,Yes,Yes,No,Yes,71.2,4
ONB-0368,ACC-0629,Premier Facilities Management Works,Starter,Lena Fischer,2023-01-27,2023-02-21,21,25,No,4,Customer unresponsive,Integrations,No,Yes,Yes,No,No,Yes,69.2,9
ONB-0369,ACC-0035,National HVAC Group,Starter,Jordan Blake,2024-05-17,2024-06-16,21,30,No,9,Customer unresponsive,Completed,Yes,Yes,Yes,No,Yes,No,84.2,0
ONB-0370,ACC-0229,ProServ Other Experts,Growth,Sadia Islam,2023-12-08,2024-01-07,21,30,No,9,Technician app resistance,Kickoff,No,Yes,Yes,Yes,No,No,69.4,2
ONB-0371,ACC-0374,Apex HVAC Group,Growth,Tanya Oluoch,2022-06-28,2022-08-15,21,48,No,27,Customer unresponsive,Integrations,No,Yes,Yes,Yes,No,No,83.6,10
ONB-0372,ACC-0015,Summit HVAC Systems,Growth,Felix Brennan,2022-06-14,2022-07-02,21,18,Yes,0,None,Kickoff,No,Yes,Yes,Yes,No,Yes,75.8,7
ONB-0373,ACC-0165,Allied Facilities Management Experts,Starter,Sadia Islam,2024-06-29,2024-07-24,21,25,No,4,Champion left – restart required,Integrations,No,Yes,Yes,No,No,Yes,81.6,10
ONB-0374,ACC-0393,Regional HVAC Solutions,Starter,Jordan Blake,2023-06-08,2023-07-08,21,30,No,9,Data migration issues,Go-Live,No,Yes,Yes,No,No,No,79.4,6
ONB-0375,ACC-0361,Summit HVAC Systems,Pro,Omar Castillo,2022-12-30,2023-01-17,21,18,Yes,0,None,Kickoff,No,Yes,Yes,No,Yes,Yes,89.4,7
ONB-0376,ACC-0469,Premier Plumbing Systems,Growth,Ravi Mehta,2022-07-05,2022-08-22,21,48,No,27,QuickBooks sync failure,Configuration,No,Yes,Yes,Yes,No,No,47.4,4
ONB-0377,ACC-0215,Heritage Pest Control Experts,Pro,Omar Castillo,2024-09-01,2024-10-01,21,30,No,9,Customer unresponsive,Data Migration,No,Yes,Yes,Yes,No,No,58.8,6
ONB-0378,ACC-0011,ProServ Plumbing Works,Enterprise,Omar Castillo,2024-08-22,2024-09-29,21,38,No,17,Technician app resistance,Go-Live,No,Yes,Yes,Yes,Yes,No,93.0,10
ONB-0379,ACC-0574,TrustWorks Electrical Services,Starter,Tanya Oluoch,2023-04-12,2023-05-12,21,30,No,9,Champion left – restart required,Training,No,Yes,Yes,Yes,No,No,60.6,5
ONB-0380,ACC-0519,National Other Group,Starter,Jordan Blake,2024-08-27,2024-09-17,21,21,Yes,0,None,Training,No,Yes,Yes,No,Yes,Yes,62.4,5
ONB-0381,ACC-0251,TrustWorks HVAC Systems,Growth,Sadia Islam,2023-07-27,2023-08-17,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,57.9,2
ONB-0382,ACC-0625,Allied Plumbing Technologies,Starter,Sadia Islam,2023-05-31,2023-07-30,21,60,No,39,Customer unresponsive,Go-Live,No,Yes,Yes,Yes,No,No,61.2,9
ONB-0383,ACC-0032,SwiftLine HVAC Partners,Starter,Ravi Mehta,2022-11-14,2022-12-14,21,30,No,9,Customer unresponsive,Completed,Yes,Yes,Yes,No,Yes,No,61.8,10
ONB-0384,ACC-0434,Apex Landscaping Partners,Enterprise,Jordan Blake,2024-07-14,2024-08-21,21,38,No,17,QuickBooks sync failure,Kickoff,No,Yes,Yes,Yes,No,No,57.0,0
ONB-0385,ACC-0155,Dynamic Plumbing Professionals,Growth,Sadia Islam,2024-03-17,2024-04-16,21,30,No,9,QuickBooks sync failure,Configuration,No,Yes,Yes,Yes,No,No,61.5,0
ONB-0386,ACC-0238,Summit HVAC Experts,Starter,Sadia Islam,2024-03-03,2024-03-17,21,14,Yes,0,None,Training,No,Yes,No,Yes,Yes,Yes,63.0,10
ONB-0387,ACC-0087,RapidFix HVAC Professionals,Growth,Emma Solis,2024-05-11,2024-06-05,21,25,No,4,Technician app resistance,Integrations,No,Yes,Yes,Yes,No,Yes,65.8,7
ONB-0388,ACC-0376,SwiftLine Plumbing Professionals,Enterprise,Tanya Oluoch,2022-06-28,2022-07-28,21,30,No,9,None,Data Migration,No,Yes,Yes,Yes,Yes,No,46.0,4
ONB-0389,ACC-0095,OneCall Facilities Management Technologies,Starter,Emma Solis,2023-11-02,2023-12-20,21,48,No,27,QuickBooks sync failure,Go-Live,No,Yes,Yes,No,Yes,No,80.2,10
ONB-0390,ACC-0138,Elite Facilities Management Partners,Starter,Omar Castillo,2023-11-26,2024-01-13,21,48,No,27,Customer unresponsive,Data Migration,No,Yes,Yes,Yes,No,No,54.4,1
ONB-0391,ACC-0196,Regional HVAC Professionals,Growth,Jordan Blake,2024-02-11,2024-03-03,21,21,Yes,0,None,Training,No,No,Yes,Yes,No,Yes,53.6,5
ONB-0392,ACC-0248,Premier Pest Control Group,Starter,Felix Brennan,2024-08-20,2024-09-14,21,25,No,4,None,Training,No,Yes,Yes,Yes,No,Yes,67.6,8
ONB-0393,ACC-0242,National Electrical Solutions,Starter,Emma Solis,2023-05-01,2023-06-08,21,38,No,17,Champion left – restart required,Completed,Yes,Yes,Yes,No,No,No,55.5,10
ONB-0394,ACC-0545,ProServ Facilities Management Partners,Growth,Emma Solis,2023-11-09,2023-12-17,21,38,No,17,Champion left – restart required,Go-Live,No,Yes,Yes,Yes,Yes,No,74.4,2
ONB-0395,ACC-0537,BlueStar HVAC Services,Growth,Emma Solis,2023-12-10,2023-12-24,21,14,Yes,0,None,Integrations,No,No,No,No,No,Yes,62.2,9
ONB-0396,ACC-0380,Summit Electrical Experts,Pro,Jordan Blake,2023-09-26,2023-10-17,21,21,Yes,0,None,Kickoff,No,Yes,Yes,Yes,No,Yes,59.9,6
ONB-0397,ACC-0581,Regional HVAC Experts,Starter,Emma Solis,2023-06-13,2023-08-12,21,60,No,39,Champion left – restart required,Integrations,No,Yes,Yes,No,No,No,74.4,1
ONB-0398,ACC-0565,National HVAC Partners,Growth,Sadia Islam,2023-11-14,2023-12-09,21,25,No,4,None,Kickoff,No,Yes,Yes,Yes,Yes,Yes,76.2,0
ONB-0399,ACC-0145,SwiftLine Plumbing Technologies,Growth,Lena Fischer,2023-11-15,2023-12-10,21,25,No,4,Champion left – restart required,Kickoff,No,Yes,Yes,Yes,Yes,Yes,77.8,3
ONB-0400,ACC-0223,Regional HVAC Works,Growth,Jordan Blake,2023-02-18,2023-04-19,21,60,No,39,None,Training,No,Yes,Yes,Yes,No,No,73.4,5
ONB-0401,ACC-0563,ProServ Plumbing Professionals,Pro,Sadia Islam,2024-03-31,2024-04-18,21,18,Yes,0,None,Data Migration,No,No,Yes,Yes,Yes,Yes,72.2,0
ONB-0402,ACC-0025,Metro Other Services,Growth,Sadia Islam,2024-07-01,2024-07-19,21,18,Yes,0,None,Kickoff,No,Yes,Yes,No,No,Yes,57.4,1
ONB-0403,ACC-0636,TrustWorks HVAC Experts,Pro,Jordan Blake,2022-08-16,2022-09-10,21,25,No,4,Customer unresponsive,Kickoff,No,No,Yes,Yes,No,Yes,46.8,7
ONB-0404,ACC-0586,Reliable HVAC Systems,Starter,Tanya Oluoch,2023-03-10,2023-04-04,21,25,No,4,QuickBooks sync failure,Data Migration,No,Yes,Yes,Yes,No,Yes,39.6,3
ONB-0405,ACC-0547,TrustWorks HVAC Systems,Pro,Lena Fischer,2024-06-11,2024-07-29,21,48,No,27,None,Configuration,No,Yes,Yes,Yes,No,No,62.2,4
ONB-0406,ACC-0306,Metro Plumbing Professionals,Growth,Emma Solis,2024-04-12,2024-05-03,21,21,Yes,0,None,Kickoff,No,No,Yes,Yes,No,Yes,67.5,8
ONB-0407,ACC-0579,Apex HVAC Services,Growth,Omar Castillo,2024-06-12,2024-07-12,21,30,No,9,None,Data Migration,No,Yes,Yes,Yes,Yes,No,87.8,9
ONB-0408,ACC-0618,SwiftLine HVAC Technologies,Pro,Emma Solis,2023-05-01,2023-06-18,21,48,No,27,None,Training,No,Yes,Yes,Yes,Yes,No,58.7,8
ONB-0409,ACC-0009,RapidFix Pest Control Solutions,Enterprise,Emma Solis,2023-04-27,2023-06-04,21,38,No,17,Technician app resistance,Kickoff,No,Yes,Yes,Yes,Yes,No,71.8,2
ONB-0410,ACC-0415,Metro Facilities Management Services,Growth,Lena Fischer,2022-09-12,2022-10-30,21,48,No,27,None,Go-Live,No,Yes,Yes,Yes,Yes,No,85.0,2
ONB-0411,ACC-0235,Allied HVAC Services,Growth,Jordan Blake,2024-08-07,2024-09-14,21,38,No,17,Champion left – restart required,Training,No,Yes,Yes,Yes,No,No,53.0,0
ONB-0412,ACC-0578,TrustWorks Pest Control Solutions,Starter,Felix Brennan,2022-08-04,2022-09-21,21,48,No,27,Customer unresponsive,Training,No,Yes,Yes,Yes,No,No,51.5,1
ONB-0413,ACC-0116,Summit Plumbing Group,Growth,Ravi Mehta,2022-10-03,2022-10-24,21,21,Yes,0,None,Training,No,Yes,Yes,Yes,No,Yes,73.0,5
ONB-0414,ACC-0450,Elite Pest Control Associates,Starter,Lena Fischer,2023-10-22,2023-11-29,21,38,No,17,Customer unresponsive,Kickoff,No,Yes,Yes,No,Yes,No,74.2,3
ONB-0415,ACC-0632,Reliable Facilities Management Systems,Pro,Sadia Islam,2023-11-10,2024-01-09,21,60,No,39,Data migration issues,Data Migration,No,Yes,Yes,Yes,Yes,No,83.2,3
ONB-0416,ACC-0406,National HVAC Group,Starter,Emma Solis,2022-07-09,2022-08-08,21,30,No,9,None,Data Migration,No,Yes,Yes,Yes,No,No,67.0,8
ONB-0417,ACC-0345,National HVAC Associates,Pro,Ravi Mehta,2024-04-24,2024-05-19,21,25,No,4,Customer unresponsive,Configuration,No,Yes,Yes,Yes,No,Yes,59.8,10
ONB-0418,ACC-0492,SwiftLine Pest Control Experts,Growth,Ravi Mehta,2024-09-15,2024-10-23,21,38,No,17,None,Training,No,Yes,Yes,Yes,No,No,53.6,3
ONB-0419,ACC-0443,Reliable Facilities Management Associates,Pro,Tanya Oluoch,2022-08-30,2022-10-17,21,48,No,27,None,Kickoff,No,No,Yes,Yes,No,No,50.6,4
ONB-0420,ACC-0493,BlueStar Electrical Services,Growth,Omar Castillo,2022-08-05,2022-08-26,21,21,Yes,0,None,Configuration,No,Yes,Yes,Yes,No,Yes,66.8,4
